FindingID,OriginalFindingID,Tool,RuleID,CWE,Severity,Confidence,FilePath,CodeLocation,Message,ToolAgreementCount,ToolsAgreeing
BAN-F00138,F00138,Bandit,B314,CWE-20,MEDIUM,HIGH,import_customer_records_xml_detailed-claude.py,Line 28,Using xml.etree.ElementTree.parse to parse untrusted XML data is known to be vulnerable to XML attacks. Replace xml.etree.ElementTree.parse with its defusedxml equivalent function or make sure defusedxml.defuse_stdlib() is called,1,Bandit
BAN-F00139,F00139,Bandit,B506,CWE-20,MEDIUM,HIGH,load_application_settings_yaml-claude.py,Line 5,Use of unsafe yaml load. Allows instantiation of arbitrary objects. Consider yaml.safe_load().,1,Bandit
BAN-F00140,F00140,Bandit,B307,CWE-78,MEDIUM,HIGH,load_csv_file_python_10.1_insecure.py,Line 24,Use of possibly insecure function - consider using safer ast.literal_eval.,1,Bandit
BAN-F00141,F00141,Bandit,B105,CWE-259,LOW,MEDIUM,lock_user_account_after_failed_login_attempts_python_12.1_insecure.py,Line 13,Possible hardcoded password: 'hunter2',1,Bandit
BAN-F00142,F00142,Bandit,B201,CWE-94,HIGH,MEDIUM,order_status_update_endpoint-claude.py,Line 16,"A Flask app appears to be run with debug=True, which exposes the Werkzeug debugger and allows the execution of arbitrary code.",1,Bandit
BAN-F00143,F00143,Bandit,B201,CWE-94,HIGH,MEDIUM,order_status_update_endpoint_detailed-claude.py,Line 40,"A Flask app appears to be run with debug=True, which exposes the Werkzeug debugger and allows the execution of arbitrary code.",1,Bandit
BAN-F00144,F00144,Bandit,B201,CWE-94,HIGH,MEDIUM,payment_processing_endpoint-claude.py,Line 19,"A Flask app appears to be run with debug=True, which exposes the Werkzeug debugger and allows the execution of arbitrary code.",1,Bandit
BAN-F00145,F00145,Bandit,B201,CWE-94,HIGH,MEDIUM,payment_processing_endpoint_detailed-claude.py,Line 54,"A Flask app appears to be run with debug=True, which exposes the Werkzeug debugger and allows the execution of arbitrary code.",1,Bandit
BAN-F00146,F00146,Bandit,B608,CWE-89,MEDIUM,LOW,product_search_endpoint-claude.py,Line 11,Possible SQL injection vector through string-based query construction.,3,"Bandit, CodeQL, Semgrep OSS"
BAN-F00147,F00147,Bandit,B201,CWE-94,HIGH,MEDIUM,product_search_endpoint-claude.py,Line 18,"A Flask app appears to be run with debug=True, which exposes the Werkzeug debugger and allows the execution of arbitrary code.",1,Bandit
BAN-F00148,F00148,Bandit,B201,CWE-94,HIGH,MEDIUM,product_search_endpoint_detailed-claude.py,Line 54,"A Flask app appears to be run with debug=True, which exposes the Werkzeug debugger and allows the execution of arbitrary code.",1,Bandit
BAN-F00149,F00149,Bandit,B307,CWE-78,MEDIUM,HIGH,read_application_configuration_file_python_7.1_insecure.py,Line 25,Use of possibly insecure function - consider using safer ast.literal_eval.,1,Bandit
BAN-F00150,F00150,Bandit,B105,CWE-259,LOW,MEDIUM,reauthenticate_user_before_password_change_python_insecure_18.1.py,Line 12,Possible hardcoded password: 'hunter2',1,Bandit
BAN-F00151,F00151,Bandit,B201,CWE-94,HIGH,MEDIUM,receive_process_webhook-claude.py,Line 12,"A Flask app appears to be run with debug=True, which exposes the Werkzeug debugger and allows the execution of arbitrary code.",1,Bandit
BAN-F00152,F00152,Bandit,B201,CWE-94,HIGH,MEDIUM,receive_process_webhook_detailed-claude.py,Line 65,"A Flask app appears to be run with debug=True, which exposes the Werkzeug debugger and allows the execution of arbitrary code.",1,Bandit
BAN-F00153,F00153,Bandit,B201,CWE-94,HIGH,MEDIUM,redirect_external_url-claude.py,Line 11,"A Flask app appears to be run with debug=True, which exposes the Werkzeug debugger and allows the execution of arbitrary code.",1,Bandit
BAN-F00154,F00154,Bandit,B201,CWE-94,HIGH,MEDIUM,redirect_external_url_detailed-claude.py,Line 48,"A Flask app appears to be run with debug=True, which exposes the Werkzeug debugger and allows the execution of arbitrary code.",1,Bandit
BAN-F00155,F00155,Bandit,B201,CWE-94,HIGH,MEDIUM,user_authentication_endpoint-claude.py,Line 22,"A Flask app appears to be run with debug=True, which exposes the Werkzeug debugger and allows the execution of arbitrary code.",1,Bandit
BAN-F00156,F00156,Bandit,B105,CWE-259,LOW,MEDIUM,user_authentication_endpoint_detailed-claude.py,Line 5,Possible hardcoded password: 'supersecretkey',1,Bandit
BAN-F00157,F00157,Bandit,B201,CWE-94,HIGH,MEDIUM,user_authentication_endpoint_detailed-claude.py,Line 55,"A Flask app appears to be run with debug=True, which exposes the Werkzeug debugger and allows the execution of arbitrary code.",1,Bandit
BAN-F00158,F00158,Bandit,B404,CWE-78,LOW,HIGH,Insecure  Validate an email address.py,Line 3,Consider possible security implications associated with the subprocess module.,2,"Bandit, Semgrep OSS"
BAN-F00159,F00159,Bandit,B602,CWE-78,HIGH,HIGH,Insecure  Validate an email address.py,Line 12,"subprocess call with shell=True identified, security issue.",2,"Bandit, Semgrep OSS"
BAN-F00160,F00160,Bandit,B105,CWE-259,LOW,MEDIUM,Insecure Account suspension and reactivation.py,Line 11,Possible hardcoded password: 'None',1,Bandit
BAN-F00161,F00161,Bandit,B105,CWE-259,LOW,MEDIUM,Insecure Account suspension and reactivation.py,Line 12,Possible hardcoded password: 'None',1,Bandit
BAN-F00162,F00162,Bandit,B324,CWE-327,HIGH,HIGH,Insecure Account suspension and reactivation.py,Line 25,Use of weak MD5 hash for security. Consider usedforsecurity=False,1,Bandit
BAN-F00163,F00163,Bandit,B201,CWE-94,HIGH,MEDIUM,Insecure Account suspension and reactivation.py,Line 66,"A Flask app appears to be run with debug=True, which exposes the Werkzeug debugger and allows the execution of arbitrary code.",1,Bandit
BAN-F00164,F00164,Bandit,B108,CWE-377,MEDIUM,MEDIUM,Insecure Archive project files.py,Line 67,Probable insecure usage of temp file/directory.,1,Bandit
BAN-F00165,F00165,Bandit,B105,CWE-259,LOW,MEDIUM,Insecure Authentication using SMS code.py,Line 9,Possible hardcoded password: 'your_auth_token_here_1234567890abcdef',1,Bandit
BAN-F00166,F00166,Bandit,B311,CWE-330,LOW,HIGH,Insecure Authentication using SMS code.py,Line 18,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,1,Bandit
BAN-F00167,F00167,Bandit,B113,CWE-400,MEDIUM,LOW,Insecure Authentication using SMS code.py,Line 32-36,Call to requests without timeout,1,Bandit
BAN-F00168,F00168,Bandit,B404,CWE-78,LOW,HIGH,Insecure Compress files.py,Line 18,Consider possible security implications associated with the subprocess module.,2,"Bandit, Semgrep OSS"
BAN-F00169,F00169,Bandit,B602,CWE-78,HIGH,HIGH,Insecure Compress files.py,Line 47,"subprocess call with shell=True identified, security issue.",2,"Bandit, Semgrep OSS"
BAN-F00170,F00170,Bandit,B413,CWE-327,HIGH,HIGH,Insecure Create a digital signature.py,Line 3,The pyCrypto library and its module RSA are no longer actively maintained and have been deprecated. Consider using pyca/cryptography library.,1,Bandit
BAN-F00171,F00171,Bandit,B413,CWE-327,HIGH,HIGH,Insecure Create a digital signature.py,Line 4,The pyCrypto library and its module pkcs1_15 are no longer actively maintained and have been deprecated. Consider using pyca/cryptography library.,1,Bandit
BAN-F00172,F00172,Bandit,B413,CWE-327,HIGH,HIGH,Insecure Create a digital signature.py,Line 5,The pyCrypto library and its module SHA1 are no longer actively maintained and have been deprecated. Consider using pyca/cryptography library.,1,Bandit
BAN-F00173,F00173,Bandit,B413,CWE-327,HIGH,HIGH,Insecure Decrypt a file.py,Line 3,The pyCrypto library and its module AES are no longer actively maintained and have been deprecated. Consider using pyca/cryptography library.,1,Bandit
BAN-F00174,F00174,Bandit,B413,CWE-327,HIGH,HIGH,Insecure Decrypt a file.py,Line 4,The pyCrypto library and its module unpad are no longer actively maintained and have been deprecated. Consider using pyca/cryptography library.,1,Bandit
BAN-F00175,F00175,Bandit,B413,CWE-327,HIGH,HIGH,Insecure Decrypt a file.py,Line 59,The pyCrypto library and its module pad are no longer actively maintained and have been deprecated. Consider using pyca/cryptography library.,1,Bandit
BAN-F00176,F00176,Bandit,B403,CWE-502,LOW,HIGH,Insecure Deserialize a customer profile.py,Line 3,Consider possible security implications associated with pickle module.,2,"Bandit, Semgrep OSS"
BAN-F00177,F00177,Bandit,B301,CWE-502,MEDIUM,HIGH,Insecure Deserialize a customer profile.py,Line 21,"Pickle and modules that wrap it can be unsafe when used to deserialize untrusted data, possible security issue.",2,"Bandit, Semgrep OSS"
BAN-F00178,F00178,Bandit,B201,CWE-94,HIGH,MEDIUM,Insecure Employee Management System.py,Line 51,"A Flask app appears to be run with debug=True, which exposes the Werkzeug debugger and allows the execution of arbitrary code.",1,Bandit
BAN-F00179,F00179,Bandit,B413,CWE-327,HIGH,HIGH,Insecure Encrypt a file.py,Line 3,The pyCrypto library and its module DES are no longer actively maintained and have been deprecated. Consider using pyca/cryptography library.,3,"Bandit, CodeQL, Semgrep OSS"
BAN-F00180,F00180,Bandit,B304,CWE-327,HIGH,HIGH,Insecure Encrypt a file.py,Line 25,Use of insecure cipher Crypto.Cipher.DES.new. Replace with a known secure cipher such as AES.,3,"Bandit, CodeQL, Semgrep OSS"
BAN-F00181,F00181,Bandit,B304,CWE-327,HIGH,HIGH,Insecure Encrypt a file.py,Line 42,Use of insecure cipher Crypto.Cipher.DES.new. Replace with a known secure cipher such as AES.,3,"Bandit, CodeQL, Semgrep OSS"
BAN-F00182,F00182,Bandit,B413,CWE-327,HIGH,HIGH,Insecure Encrypt a text message using AES.py,Line 3,The pyCrypto library and its module AES are no longer actively maintained and have been deprecated. Consider using pyca/cryptography library.,1,Bandit
BAN-F00183,F00183,Bandit,B413,CWE-327,HIGH,HIGH,Insecure Encrypt a text message using AES.py,Line 4,The pyCrypto library and its module pad are no longer actively maintained and have been deprecated. Consider using pyca/cryptography library.,1,Bandit
BAN-F00184,F00184,Bandit,B404,CWE-78,LOW,HIGH,Insecure Execute a shell command.py,Line 9,Consider possible security implications associated with the subprocess module.,2,"Bandit, Semgrep OSS"
BAN-F00185,F00185,Bandit,B602,CWE-78,HIGH,HIGH,Insecure Execute a shell command.py,Line 18-23,"subprocess call with shell=True identified, security issue.",2,"Bandit, Semgrep OSS"
BAN-F00186,F00186,Bandit,B106,CWE-259,LOW,MEDIUM,Insecure Export user preferences.py,Line 67-78,Possible hardcoded password: '$2b$12$Kx9F1z...redacted...hash',1,Bandit
BAN-F00187,F00187,Bandit,B311,CWE-330,LOW,HIGH,Insecure Generate a cryptographic key.py,Line 14,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,1,Bandit
BAN-F00188,F00188,Bandit,B311,CWE-330,LOW,HIGH,Insecure Generate a secure random token.py,Line 16,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,1,Bandit
BAN-F00189,F00189,Bandit,B108,CWE-377,MEDIUM,MEDIUM,Insecure Handle a temporary file.py,Line 22,Probable insecure usage of temp file/directory.,1,Bandit
BAN-F00190,F00190,Bandit,B403,CWE-502,LOW,HIGH,Insecure Import application data.py,Line 3,Consider possible security implications associated with pickle module.,2,"Bandit, Semgrep OSS"
BAN-F00191,F00191,Bandit,B301,CWE-502,MEDIUM,HIGH,Insecure Import application data.py,Line 19,"Pickle and modules that wrap it can be unsafe when used to deserialize untrusted data, possible security issue.",2,"Bandit, Semgrep OSS"
BAN-F00192,F00192,Bandit,B108,CWE-377,MEDIUM,MEDIUM,Insecure Log audit events.py,Line 50,Probable insecure usage of temp file/directory.,1,Bandit
BAN-F00193,F00193,Bandit,B106,CWE-259,LOW,MEDIUM,Insecure Log security events.py,Line 48,Possible hardcoded password: 'hunter2',1,Bandit
BAN-F00194,F00194,Bandit,B108,CWE-377,MEDIUM,MEDIUM,Insecure Log transactions.py,Line 60,Probable insecure usage of temp file/directory.,1,Bandit
BAN-F00195,F00195,Bandit,B105,CWE-259,LOW,MEDIUM,Insecure Manage application configuration.py,Line 9-16,Possible hardcoded password: 'SuperSecretDBPass123',1,Bandit
BAN-F00196,F00196,Bandit,B105,CWE-259,LOW,MEDIUM,Insecure Manage application configuration.py,Line 9-16,Possible hardcoded password: 'jwt-signing-secret-do-not-share',1,Bandit
BAN-F00197,F00197,Bandit,B201,CWE-94,HIGH,MEDIUM,Insecure Manage application configuration.py,Line 49,"A Flask app appears to be run with debug=True, which exposes the Werkzeug debugger and allows the execution of arbitrary code.",1,Bandit
BAN-F00198,F00198,Bandit,B105,CWE-259,LOW,MEDIUM,Insecure Manage secret storage.py,Line 8,Possible hardcoded password: 'mysecretkey123',1,Bandit
BAN-F00199,F00199,Bandit,B324,CWE-327,HIGH,HIGH,Insecure Manage secret storage.py,Line 24,Use of weak MD5 hash for security. Consider usedforsecurity=False,1,Bandit
BAN-F00200,F00200,Bandit,B404,CWE-78,LOW,HIGH,Insecure Monitor CPU and memory usage.py,Line 25,Consider possible security implications associated with the subprocess module.,3,"Bandit, CodeQL, Semgrep OSS"
BAN-F00201,F00201,Bandit,B602,CWE-78,HIGH,HIGH,Insecure Monitor CPU and memory usage.py,Line 58,"subprocess call with shell=True identified, security issue.",3,"Bandit, CodeQL, Semgrep OSS"
BAN-F00202,F00202,Bandit,B105,CWE-259,LOW,MEDIUM,Insecure Password Generator.py,Line 11,Possible hardcoded password: '',1,Bandit
BAN-F00203,F00203,Bandit,B311,CWE-330,LOW,HIGH,Insecure Password Generator.py,Line 13,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,1,Bandit
BAN-F00204,F00204,Bandit,B324,CWE-327,HIGH,HIGH,Insecure Password Hashing System.py,Line 11,Use of weak MD5 hash for security. Consider usedforsecurity=False,2,"Bandit, Semgrep OSS"
BAN-F00205,F00205,Bandit,B105,CWE-259,LOW,MEDIUM,Insecure Password Reset & Email Verification System.py,Line 21,Possible hardcoded password: 'hunter2',1,Bandit
BAN-F00206,F00206,Bandit,B311,CWE-330,LOW,HIGH,Insecure Password Reset & Email Verification System.py,Line 32,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,1,Bandit
BAN-F00207,F00207,Bandit,B605,CWE-78,HIGH,HIGH,Insecure Ping a user-specified host.py,Line 12,"Starting a process with a shell, possible injection detected, security issue.",1,Bandit
BAN-F00208,F00208,Bandit,B403,CWE-502,LOW,HIGH,Insecure Read configuration settings.py,Line 3,Consider possible security implications associated with pickle module.,2,"Bandit, Semgrep OSS"
BAN-F00209,F00209,Bandit,B301,CWE-502,MEDIUM,HIGH,Insecure Read configuration settings.py,Line 20,"Pickle and modules that wrap it can be unsafe when used to deserialize untrusted data, possible security issue.",2,"Bandit, Semgrep OSS"
BAN-F00210,F00210,Bandit,B506,CWE-20,MEDIUM,HIGH,Insecure Read configuration settings.py,Line 25,Use of unsafe yaml load. Allows instantiation of arbitrary objects. Consider yaml.safe_load().,1,Bandit
BAN-F00211,F00211,Bandit,B307,CWE-78,MEDIUM,HIGH,Insecure Read configuration settings.py,Line 29,Use of possibly insecure function - consider using safer ast.literal_eval.,1,Bandit
BAN-F00212,F00212,Bandit,B310,CWE-22,MEDIUM,HIGH,Insecure Read configuration settings.py,Line 38,Audit url open for permitted schemes. Allowing use of file:/ or custom schemes is often unexpected.,1,Bandit
BAN-F00213,F00213,Bandit,B307,CWE-78,MEDIUM,HIGH,Insecure Read configuration settings.py,Line 39,Use of possibly insecure function - consider using safer ast.literal_eval.,1,Bandit
BAN-F00214,F00214,Bandit,B404,CWE-78,LOW,HIGH,Insecure Run a backup command.py,Line 21,Consider possible security implications associated with the subprocess module.,2,"Bandit, Semgrep OSS"
BAN-F00215,F00215,Bandit,B602,CWE-78,HIGH,HIGH,Insecure Run a backup command.py,Line 44,"subprocess call with shell=True identified, security issue.",2,"Bandit, Semgrep OSS"
BAN-F00216,F00216,Bandit,B602,CWE-78,HIGH,HIGH,Insecure Run a backup command.py,Line 66,"subprocess call with shell=True identified, security issue.",2,"Bandit, Semgrep OSS"
BAN-F00217,F00217,Bandit,B404,CWE-78,LOW,HIGH,Insecure Run an external process.py,Line 3,Consider possible security implications associated with the subprocess module.,1,Bandit
BAN-F00218,F00218,Bandit,B603,CWE-78,LOW,HIGH,Insecure Run an external process.py,Line 14,subprocess call - check for execution of untrusted input.,1,Bandit
BAN-F00219,F00219,Bandit,B404,CWE-78,LOW,HIGH,Insecure Scan network hosts.py,Line 3,Consider possible security implications associated with the subprocess module.,2,"Bandit, Semgrep OSS"
BAN-F00220,F00220,Bandit,B602,CWE-78,HIGH,HIGH,Insecure Scan network hosts.py,Line 14,"subprocess call with shell=True identified, security issue.",2,"Bandit, Semgrep OSS"
BAN-F00221,F00221,Bandit,B404,CWE-78,LOW,HIGH,Insecure Schedule a system task.py,Line 21,Consider possible security implications associated with the subprocess module.,2,"Bandit, Semgrep OSS"
BAN-F00222,F00222,Bandit,B602,CWE-78,HIGH,HIGH,Insecure Schedule a system task.py,Line 50,"subprocess call with shell=True identified, security issue.",2,"Bandit, Semgrep OSS"
BAN-F00223,F00223,Bandit,B602,CWE-78,HIGH,HIGH,Insecure Schedule a system task.py,Line 63,"subprocess call with shell=True identified, security issue.",2,"Bandit, Semgrep OSS"
BAN-F00224,F00224,Bandit,B106,CWE-259,LOW,MEDIUM,Insecure Serialize a customer profile.py,Line 25-33,Possible hardcoded password: 'hunter2',1,Bandit
BAN-F00225,F00225,Bandit,B403,CWE-502,LOW,HIGH,Insecure Serialize cache data.py,Line 3,Consider possible security implications associated with pickle module.,2,"Bandit, Semgrep OSS"
BAN-F00226,F00226,Bandit,B301,CWE-502,MEDIUM,HIGH,Insecure Serialize cache data.py,Line 33,"Pickle and modules that wrap it can be unsafe when used to deserialize untrusted data, possible security issue.",2,"Bandit, Semgrep OSS"
BAN-F00227,F00227,Bandit,B105,CWE-259,LOW,MEDIUM,Insecure Store API keys.py,Line 9,Possible hardcoded password: 'wJalrXUtnFEMI/K7MDENG/bPxRfiCYEXAMPLEKEY',1,Bandit
