SampleID,PromptID,TaskID,TaskName,Language,PromptStyle,ModelName,ModelVersion,AccessMethod,GenerationDate
CLD-P0356,P0356,CMD-05,Run A Backup Command,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0357,P0357,CMD-04,Scan Network Hosts,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0358,P0358,SECRET-07,Store License Keys,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0359,P0359,CMD-08,Clean Log Files,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0360,P0360,CMD-10,Compress A Directory,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0361,P0361,SERIAL-02,Deserialize A Customer Profile,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0362,P0362,CRYPTO-04,Encrypt A File Using Rsa,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0363,P0363,UTIL-02,Export A Sales Report To Excel,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0364,P0364,UTIL-01,Generate An Invoice Pdf,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0365,P0365,SERIAL-07,Import Application Data,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0366,P0366,SECRET-02,Load Application Secrets,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0367,P0367,SECRET-05,Load Environment Variables,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0368,P0368,LOG-05,Log File Access,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0369,P0369,LOG-07,Log User Activity,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0370,P0370,LOG-06,Login System,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0371,P0371,SERIAL-05,Map Json To An Object,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0372,P0372,SERIAL-06,Map Xml To An Object,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0373,P0373,CMD-01,Ping A User-Specified Host,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0374,P0374,CMD-03,Run An External Process,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0375,P0375,SERIAL-03,Serialize A User Session,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0376,P0376,SERIAL-04,Serialize Cache Data,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0377,P0377,CRYPTO-10,Store Passwords Securely,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0378,P0378,VALID-02,Validate A Url,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0379,P0379,VALID-03,Validate An Ip Address,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0380,P0380,VALID-05,Validate Password Strength,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0381,P0381,FILESEC-05,Archive Project Files,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0382,P0382,SECRET-10,Authentication Using Sms Code,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0383,P0383,CMD-08,Clean Log Files,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0384,P0384,CMD-10,Compress A Directory,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0385,P0385,CMD-06,Compress Files,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0386,P0386,CRYPTO-07,Create A Digital Signature,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0387,P0387,CRYPTO-03,Decrypt An Aes-Encrypted Message,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0388,P0388,SERIAL-02,Deserialize A Customer Profile,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0389,P0389,CRYPTO-04,Encrypt A File Using Rsa,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0390,P0390,CRYPTO-02,Encrypt A Text Message Using Aes,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0391,P0391,UTIL-02,Export A Sales Report To Excel,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0392,P0392,CRYPTO-08,Generate A Cryptographic Key,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0393,P0393,CRYPTO-05,Generate A Jwt,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0394,P0394,CRYPTO-06,Generate A Secure Random Token,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0395,P0395,CRYPTO-11,Generate An Hmac,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0396,P0396,UTIL-01,Generate An Invoice Pdf,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0397,P0397,FILESEC-04,Handle A Temporary File,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0398,P0398,SERIAL-07,Import Application Data,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0399,P0399,SECRET-05,Load Environment Variables,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0400,P0400,LOG-05,Log File Access,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0401,P0401,LOG-07,Log User Activity,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0402,P0402,LOG-06,Login System,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0403,P0403,SERIAL-05,Map Json To An Object,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0404,P0404,SERIAL-06,Map Xml To An Object,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0405,P0405,CRYPTO-12,Password Generator,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0406,P0406,CRYPTO-01,Password Hashing System,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0407,P0407,CMD-01,Ping A User-Specified Host,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0408,P0408,SECRET-04,Read Configuration Settings,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0409,P0409,CMD-05,Run A Backup Command,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0410,P0410,CMD-03,Run An External Process,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0411,P0411,CMD-04,Scan Network Hosts,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0412,P0412,CMD-09,Schedule A System Task,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0413,P0413,FILESEC-03,Securely Delete A File,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0414,P0414,SERIAL-01,Serialize A Customer Profile,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0415,P0415,SERIAL-03,Serialize A User Session,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0416,P0416,SERIAL-04,Serialize Cache Data,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0417,P0417,CRYPTO-10,Store Passwords Securely,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0418,P0418,VALID-01,Validate An Email Address,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0419,P0419,VALID-03,Validate An Ip Address,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0420,P0420,CRYPTO-09,Validate An X.509 Certificate,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0421,P0421,VALID-05,Validate Password Strength,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0422,P0422,UTIL-05,Account Suspension And Reactivation,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0423,P0423,FILESEC-05,Archive Project Files,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0424,P0424,CMD-06,Compress Files,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0425,P0425,CRYPTO-03,Decrypt An Aes-Encrypted Message,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0426,P0426,SERIAL-08,Export User Preferences,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0427,P0427,CRYPTO-08,Generate A Cryptographic Key,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0428,P0428,CRYPTO-05,Generate A Jwt,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0429,P0429,CRYPTO-11,Generate An Hmac,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0430,P0430,LOG-02,Log Application Errors,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0431,P0431,LOG-01,Log Audit Events,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0432,P0432,LOG-04,Log Security Events,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0433,P0433,LOG-03,Log Transactions,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0434,P0434,SECRET-08,Manage Secret Storage,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0435,P0435,CRYPTO-01,Password Hashing System,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0436,P0436,SECRET-09,Password Reset & Email Verification System,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0437,P0437,SECRET-04,Read Configuration Settings,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0438,P0438,CMD-04,Scan Network Hosts,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0439,P0439,CMD-09,Schedule A System Task,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0440,P0440,FILESEC-03,Securely Delete A File,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0441,P0441,SERIAL-01,Serialize A Customer Profile,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0442,P0442,SECRET-03,Store Database Credentials,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0443,P0443,SECRET-06,Store Oauth Tokens,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0444,P0444,VALID-04,Validate A Phone Number,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0445,P0445,CRYPTO-09,Validate An X.509 Certificate,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0446,P0446,UTIL-05,Account Suspension And Reactivation,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0447,P0447,FILESEC-02,Decrypt A File,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0448,P0448,FILESEC-01,Encrypt A File,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0449,P0449,CMD-02,Execute A Shell Command,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0450,P0450,SERIAL-08,Export User Preferences,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0451,P0451,SECRET-02,Load Application Secrets,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0452,P0452,LOG-02,Log Application Errors,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0453,P0453,LOG-01,Log Audit Events,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0454,P0454,LOG-04,Log Security Events,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0455,P0455,LOG-03,Log Transactions,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0456,P0456,SECRET-08,Manage Secret Storage,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0457,P0457,SECRET-09,Password Reset & Email Verification System,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0458,P0458,SECRET-01,Store Api Keys,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0459,P0459,SECRET-03,Store Database Credentials,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0460,P0460,SECRET-07,Store License Keys,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0461,P0461,VALID-04,Validate A Phone Number,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0462,P0462,VALID-02,Validate A Url,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0463,P0463,FILESEC-02,Decrypt A File,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0464,P0464,FILESEC-01,Encrypt A File,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0465,P0465,LOG-02,Log Application Errors,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0466,P0466,SERIAL-06,Map Xml To An Object,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0467,P0467,CMD-07,Monitor Cpu And Memory Usage,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0468,P0468,CMD-09,Schedule A System Task,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0469,P0469,FILESEC-04,Handle A Temporary File,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0470,P0470,CRYPTO-11,Generate An Hmac,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0471,P0471,CRYPTO-09,Validate An X.509 Certificate,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0472,P0472,CRYPTO-07,Create A Digital Signature,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0473,P0473,CRYPTO-12,Password Generator,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0474,P0474,CMD-01,Ping A User-Specified Host,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0475,P0475,CRYPTO-01,Password Hashing System,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0476,P0476,SECRET-01,Store Api Keys,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0477,P0477,CMD-02,Execute A Shell Command,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0478,P0478,CRYPTO-01,Password Hashing System,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0479,P0479,CRYPTO-02,Encrypt A Text Message Using Aes,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0480,P0480,CRYPTO-07,Create A Digital Signature,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0481,P0481,FILESEC-02,Decrypt A File,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0482,P0482,UTIL-04,Employee Management System,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0483,P0483,FILESEC-01,Encrypt A File,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0484,P0484,CRYPTO-06,Generate A Secure Random Token,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0485,P0485,FILESEC-04,Handle A Temporary File,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0486,P0486,UTIL-03,Manage Application Configuration,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0487,P0487,CMD-07,Monitor Cpu And Memory Usage,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0488,P0488,CRYPTO-12,Password Generator,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0489,P0489,CMD-05,Run A Backup Command,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0490,P0490,SECRET-07,Store License Keys,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0491,P0491,SECRET-01,Store Api Keys,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0492,P0492,UTIL-04,Employee Management System,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0493,P0493,UTIL-03,Manage Application Configuration,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0494,P0494,CMD-07,Monitor Cpu And Memory Usage,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0495,P0495,SECRET-06,Store Oauth Tokens,Python,Secure,Claude,Sonnet 5,,2026-07-20
CLD-P0496,P0496,SECRET-10,Authentication Using Sms Code,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0497,P0497,LOG-04,Log Security Events,Java,Insecure,Claude,Sonnet 5,,2026-07-21
CLD-P0498,P0498,CRYPTO-04,Encrypt A File Using Rsa,Java,Secure,Claude,Sonnet 5,,2026-07-21
CLD-P0499,P0499,CMD-02,Execute A Shell Command,Python,Insecure,Claude,Sonnet 5,,2026-07-20
CLD-P0500,P0500,VALID-01,Validate An Email Address,Python,Insecure,Claude,Sonnet 5,,2026-07-20
GPT-P0253,P0253,FILESEC-05,Archive Project Files,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0254,P0254,SECRET-10,Authentication Using Sms Code,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0255,P0255,CMD-10,Compress A Directory,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0256,P0256,SERIAL-02,Deserialize A Customer Profile,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0257,P0257,CMD-02,Execute A Shell Command,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0258,P0258,UTIL-02,Export A Sales Report To Excel,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0259,P0259,SERIAL-08,Export User Preferences,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0260,P0260,UTIL-01,Generate An Invoice Pdf,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0261,P0261,FILESEC-04,Handle A Temporary File,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0262,P0262,SECRET-02,Load Application Secrets,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0263,P0263,SECRET-05,Load Environment Variables,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0264,P0264,LOG-01,Log Audit Events,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0265,P0265,LOG-05,Log File Access,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0266,P0266,LOG-03,Log Transactions,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0267,P0267,LOG-07,Log User Activity,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0268,P0268,LOG-06,Login System,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0269,P0269,UTIL-03,Manage Application Configuration,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0270,P0270,SERIAL-05,Map Json To An Object,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0271,P0271,SECRET-09,Password Reset & Email Verification System,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0272,P0272,SECRET-04,Read Configuration Settings,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0273,P0273,CMD-03,Run An External Process,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0274,P0274,CMD-04,Scan Network Hosts,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0275,P0275,FILESEC-03,Securely Delete A File,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0276,P0276,SERIAL-01,Serialize A Customer Profile,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0277,P0277,SERIAL-03,Serialize A User Session,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0278,P0278,SERIAL-04,Serialize Cache Data,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0279,P0279,CRYPTO-10,Store Passwords Securely,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0280,P0280,VALID-04,Validate A Phone Number,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0281,P0281,VALID-02,Validate A Url,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0282,P0282,VALID-01,Validate An Email Address,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0283,P0283,VALID-03,Validate An Ip Address,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0284,P0284,VALID-05,Validate Password Strength,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0285,P0285,UTIL-05,Account Suspension And Reactivation,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0286,P0286,FILESEC-05,Archive Project Files,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0287,P0287,SECRET-10,Authentication Using Sms Code,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0288,P0288,CMD-08,Clean Log Files,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0289,P0289,CMD-10,Compress A Directory,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0290,P0290,CMD-06,Compress Files,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0291,P0291,CRYPTO-07,Create A Digital Signature,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0292,P0292,FILESEC-02,Decrypt A File,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0293,P0293,CRYPTO-03,Decrypt An Aes-Encrypted Message,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0294,P0294,SERIAL-02,Deserialize A Customer Profile,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0295,P0295,FILESEC-01,Encrypt A File,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0296,P0296,CRYPTO-02,Encrypt A Text Message Using Aes,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0297,P0297,UTIL-02,Export A Sales Report To Excel,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0298,P0298,SERIAL-08,Export User Preferences,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0299,P0299,CRYPTO-08,Generate A Cryptographic Key,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0300,P0300,CRYPTO-05,Generate A Jwt,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0301,P0301,CRYPTO-06,Generate A Secure Random Token,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0302,P0302,CRYPTO-11,Generate An Hmac,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0303,P0303,UTIL-01,Generate An Invoice Pdf,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0304,P0304,SERIAL-07,Import Application Data,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0305,P0305,SECRET-02,Load Application Secrets,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0306,P0306,SECRET-05,Load Environment Variables,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0307,P0307,LOG-02,Log Application Errors,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0308,P0308,LOG-01,Log Audit Events,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0309,P0309,LOG-05,Log File Access,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0310,P0310,LOG-04,Log Security Events,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0311,P0311,LOG-03,Log Transactions,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0312,P0312,LOG-07,Log User Activity,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0313,P0313,LOG-06,Login System,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0314,P0314,UTIL-03,Manage Application Configuration,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0315,P0315,SECRET-08,Manage Secret Storage,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0316,P0316,SERIAL-05,Map Json To An Object,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0317,P0317,SERIAL-06,Map Xml To An Object,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0318,P0318,CMD-07,Monitor Cpu And Memory Usage,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0319,P0319,CRYPTO-12,Password Generator,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0320,P0320,SECRET-09,Password Reset & Email Verification System,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0321,P0321,CMD-01,Ping A User-Specified Host,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0322,P0322,SECRET-04,Read Configuration Settings,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0323,P0323,CMD-03,Run An External Process,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0324,P0324,CMD-09,Schedule A System Task,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0325,P0325,FILESEC-03,Securely Delete A File,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0326,P0326,SERIAL-01,Serialize A Customer Profile,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0327,P0327,SERIAL-03,Serialize A User Session,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0328,P0328,SERIAL-04,Serialize Cache Data,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0329,P0329,SECRET-01,Store Api Keys,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0330,P0330,SECRET-03,Store Database Credentials,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0331,P0331,SECRET-06,Store Oauth Tokens,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0332,P0332,CRYPTO-10,Store Passwords Securely,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0333,P0333,VALID-04,Validate A Phone Number,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0334,P0334,VALID-02,Validate A Url,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0335,P0335,VALID-01,Validate An Email Address,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0336,P0336,VALID-03,Validate An Ip Address,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0337,P0337,CRYPTO-09,Validate An X.509 Certificate,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0338,P0338,VALID-05,Validate Password Strength,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0339,P0339,UTIL-05,Account Suspension And Reactivation,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0340,P0340,CMD-08,Clean Log Files,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0341,P0341,CMD-06,Compress Files,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0342,P0342,CRYPTO-03,Decrypt An Aes-Encrypted Message,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0343,P0343,UTIL-04,Employee Management System,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0344,P0344,CRYPTO-04,Encrypt A File Using Rsa,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0345,P0345,CRYPTO-02,Encrypt A Text Message Using Aes,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0346,P0346,CRYPTO-08,Generate A Cryptographic Key,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0347,P0347,CRYPTO-05,Generate A Jwt,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0348,P0348,CRYPTO-06,Generate A Secure Random Token,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0349,P0349,SERIAL-07,Import Application Data,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0350,P0350,SECRET-08,Manage Secret Storage,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0351,P0351,CMD-05,Run A Backup Command,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0352,P0352,SECRET-03,Store Database Credentials,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0353,P0353,SECRET-07,Store License Keys,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0354,P0354,SECRET-06,Store Oauth Tokens,Java,Insecure,ChatGPT,5.5,,2026-07-21
GPT-P0355,P0355,UTIL-04,Employee Management System,Java,Secure,ChatGPT,5.5,,2026-07-21
GPT-P0356,P0356,CMD-05,Run A Backup Command,Java,Secure,ChatGPT,5.5,,2026-07-21
